2.91971 0
3.21424 0.294532
3.30225 0.191472
3.14783 0.205369
3.0938 0.168002
3.13839 0.144239
3.12295 0.122878
3.08223 0.11394
3.09532 0.101334
3.14293 0.10238
3.17069 0.096677
3.18195 0.0889688
3.19575 0.0829947
3.1807 0.0782978
3.16915 0.0738
3.14965 0.0717349
3.12229 0.0727253
3.10756 0.0701306
3.118 0.0671522
3.10196 0.0656944
3.11845 0.0646273
3.13078 0.0628423
3.13379 0.0601233
3.14096 0.0580081
3.14032 0.055643
3.12788 0.0548882
3.11939 0.0534948
3.11459 0.0517716
3.11411 0.0499568
3.11287 0.0482787
3.10145 0.0480734
3.10143 0.0465468
3.11017 0.045953
3.11357 0.0447105
3.11531 0.0434493
3.11232 0.0423311
3.11469 0.0412393
3.11069 0.0403375
3.11432 0.0394564
3.11222 0.0385146
3.11563 0.037718
3.11888 0.036952
3.13248 0.0385606
3.13768 0.0380314
3.13906 0.0372024
3.14152 0.0364675
3.13635 0.0360557
3.1277 0.0363413
3.1226 0.0359557
3.12216 0.035232
3.11861 0.0347161
3.1348 0.0376949
3.14822 0.0393374
3.14561 0.0386899
3.14569 0.03798
3.14712 0.0373231
3.14389 0.0368045
3.14039 0.0363329
3.13702 0.035871
3.14029 0.0354196
3.13886 0.0348632
3.13864 0.034297
3.14218 0.0339328
3.14431 0.0334665
3.14401 0.0329489
3.13936 0.0327779
3.13608 0.032451
3.12971 0.0325992
3.12546 0.0324024
3.12765 0.0320111
3.13529 0.0324675
3.13383 0.0320465
3.13896 0.0320191
3.14014 0.0316053
3.14198 0.0312357
3.14176 0.0308228
3.13754 0.030711
3.13677 0.0303247
3.13297 0.0301781
3.13654 0.0300119
3.13523 0.0296681
3.13634 0.0293248
3.13373 0.0290867
3.13019 0.0289548
3.12848 0.028663
3.13401 0.0288615
3.13335 0.0285353
3.1344 0.0282288
3.13175 0.0280353
3.13494 0.0279049
3.13305 0.0276612
3.13747 0.0277139
3.1356 0.0274784
3.13448 0.0272076
3.13314 0.0269528
3.13552 0.0267763
3.13645 0.0265152
3.13202 0.0266138
3.13646 0.0267149
3.13387 0.0265727
