0 0.702804 -0.711384
1 0.140789 -0.99004
2 0.352152 -0.935943
3 0.466154 0.884704
4 -0.117132 0.993116
5 0.581857 -0.813291
6 -0.956694 0.291095
7 -0.581778 -0.813348
8 -0.82144 0.570295
9 0.146779 -0.989169
10 0.977875 0.209192
11 -0.142817 0.989749
12 0.0603089 -0.99818
13 -0.998778 -0.0494136
14 -0.336423 -0.941711
15 0.546351 0.837556
16 -0.708217 -0.705995
17 0.540862 0.841111
18 0.226897 0.973919
19 -0.515991 -0.856594
20 -0.813703 0.581281
21 0.832775 -0.553611
22 -0.9608 -0.277243
23 -0.309955 -0.950751
24 -0.581018 -0.813891
25 0.985465 0.169879
26 -0.842328 -0.538965
27 0.866751 0.498741
28 -0.514289 -0.857617
29 0.172152 -0.98507
30 0.629976 -0.776614
31 0.497173 -0.867652
