1.40682 0
1.41208 0.00525562
1.47773 0.0657253
1.48762 0.0475146
1.52132 0.0499027
1.50291 0.0447101
1.48908 0.0402377
1.47871 0.036357
1.47687 0.0321171
1.48757 0.0306576
1.4794 0.0289118
1.47657 0.0265436
1.47186 0.0248662
1.47733 0.0236629
1.50044 0.0319267
1.50283 0.0299601
1.51372 0.0301739
1.51651 0.0285847
1.52074 0.0273681
1.52807 0.026978
1.52827 0.025662
1.52658 0.0245257
1.52897 0.0235569
1.52372 0.0231573
1.52379 0.0222118
1.53537 0.0242777
1.52827 0.0244149
1.53014 0.0236014
1.52729 0.0229508
1.52671 0.0221803
1.5254 0.0214931
1.52671 0.0208523
1.52895 0.0203344
1.52707 0.0198169
1.52693 0.0192429
1.52299 0.0191123
1.51379 0.0207415
1.51999 0.021121
1.51667 0.020839
1.52483 0.0218901
1.53693 0.024539
1.54232 0.0245462
1.54099 0.0240053
1.53719 0.0237599
1.538 0.02324
1.53869 0.0227399
1.53961 0.0222697
1.53861 0.0218238
1.53954 0.021394
1.53617 0.0212311
1.5311 0.0214185
1.52857 0.0211546
1.52884 0.0207534
1.52527 0.0206768
1.52395 0.0203403
1.52263 0.0200172
1.52285 0.0196642
1.5193 0.0196461
1.51804 0.019351
1.51615 0.0191201
1.52163 0.019586
1.52187 0.0192691
1.52164 0.0189622
1.51994 0.0187406
1.51819 0.0185331
1.51497 0.0185323
1.51309 0.0183503
1.51228 0.0180964
1.51054 0.0179168
1.51067 0.0176594
1.51071 0.017409
1.51104 0.0171686
1.50859 0.0171087
1.51103 0.0170524
1.51447 0.0171699
1.5129 0.0170143
1.51376 0.0168138
1.51547 0.0166846
1.51678 0.0165244
1.5162 0.016327
1.51822 0.0162504
1.51837 0.0160517
1.51811 0.0158593
1.51881 0.015685
1.51608 0.0157374
1.51476 0.0156096
1.51444 0.0154324
1.51457 0.0152566
1.51588 0.015141
1.51389 0.015103
1.51935 0.0159009
1.51872 0.0157396
1.51748 0.0156186
1.51769 0.0154529
1.51718 0.0152977
1.51536 0.0152472
1.51399 0.0151505
1.51939 0.0159357
1.51969 0.0157768
1.52226 0.0158276
